timestamp,Accx,Accy,Accz
22400,-0.033,-0.175,0.99
22440,-0.183,-0.157,0.807
22480,-0.282,-0.146,0.664
22520,-0.306,-0.214,0.617
22560,-0.263,-0.277,0.534
22600,-0.179,-0.255,0.621
22640,-0.031,-0.255,0.768
22680,0.136,-0.4,0.817
22720,0.175,-0.316,0.915
22760,0.082,-0.232,0.948
22800,0.036,-0.06,0.97
22840,-0.137,0.14,0.923
22880,-0.216,0.351,0.927
22920,-0.302,0.426,0.8
22960,-0.288,0.301,0.667
23000,-0.251,0.099,0.568
23040,-0.264,0.086,0.609
23080,-0.273,-0.054,0.599
23120,-0.196,-0.106,0.694
23160,-0.189,0.001,1.041
23200,-0.182,0.167,1.229
23240,-0.218,0.396,1.484
23280,-0.184,0.487,1.508
23320,-0.234,0.414,1.389
23360,-0.144,0.329,1.267
23400,-0.033,0.219,1.1
23440,0.023,0.066,0.895
23480,0.045,-0.005,0.782
23520,0.156,-0.095,0.703
23560,0.132,-0.135,0.665
23600,0.123,-0.112,0.779
23640,0.202,-0.157,0.889
23680,0.227,-0.272,0.957
23720,0.226,-0.264,1.114
23760,0.217,-0.271,1.213
23800,0.222,-0.247,1.276
23840,0.237,-0.218,1.2
23880,0.212,-0.162,1.193
23920,0.23,-0.032,1.134
23960,0.124,0.177,1.106
24000,0.009,0.374,1.008
24040,-0.01,0.496,0.917
24080,0.066,0.451,1.042
24120,0.266,0.152,1.061
24160,0.277,0.14,1.109
24200,0.167,0.054,0.993
24240,0.092,0.15,0.967
24280,0.013,0.207,0.996
24320,0.177,0.053,0.981
24360,0.255,-0.045,1.005
24400,0.239,0.22,1.25
24440,0.32,0.505,1.259
24480,0.3,0.355,1.436
24520,0.069,0.183,1.357
24560,-0.004,-0.061,1.337
24600,0.039,-0.102,1.241
24640,0.041,-0.139,1.144
24680,-0.028,-0.198,0.931
24720,-0.053,-0.137,0.961
24760,-0.085,-0.146,0.806
24800,-0.126,-0.197,0.68
24840,-0.154,-0.148,0.641
24880,-0.11,-0.17,0.571
24920,-0.016,-0.117,0.696
24960,0.094,-0.286,0.78
25000,0.127,-0.294,0.938
25040,0.016,-0.259,0.874
25080,-0.119,0.04,0.891
25120,-0.185,0.114,0.832
25160,-0.182,0.38,0.812
25200,-0.182,0.386,0.729
25240,-0.149,0.292,0.629
25280,-0.225,0.068,0.564
25320,-0.232,0.156,0.689
25360,-0.249,0.163,0.797
25400,-0.26,0.37,0.972
25440,-0.354,0.549,1.27
25480,-0.21,0.58,1.473
25520,-0.111,0.403,1.426
25560,-0.007,0.273,1.325
25600,0.106,0.12,1.08
25640,0.134,-0.064,0.807
25680,0.157,-0.094,0.736
25720,0.155,-0.08,0.683
25760,0.147,-0.125,0.724
25800,0.132,-0.101,0.766
25840,0.124,-0.093,0.957
25880,0.134,-0.185,1.024
25920,0.127,-0.179,1.162
25960,0.116,-0.203,1.227
26000,0.149,-0.173,1.274
26040,0.161,-0.128,1.272
26080,0.229,-0.138,1.241
26120,0.316,-0.109,1.168
26160,0.228,0.041,1.06
26200,-0.005,0.436,1.045
26240,-0.196,0.592,0.944
26280,0.006,0.436,0.998
26320,0.327,0.099,1.032
26360,0.309,0.083,1.096
26400,0.219,0.08,1.014
26440,0.126,0.086,0.958
26480,0.162,-0.016,0.966
26520,0.257,0.06,1.099
26560,0.192,0.126,1.359
26600,0.137,0.329,1.464
26640,-0.06,0.242,1.411
26680,-0.131,0.114,1.225
26720,-0.116,0.115,1.223
26760,-0.07,0.03,1.142
26800,-0.107,-0.035,1.003
26840,-0.12,-0.027,0.974
26880,-0.092,-0.118,0.993
26920,-0.148,-0.014,0.901
26960,-0.154,-0.086,0.668
27000,-0.191,-0.097,0.693
27040,-0.138,-0.217,0.592
27080,-0.116,-0.279,0.574
27120,0.027,-0.289,0.755
27160,0.185,-0.404,0.888
27200,0.209,-0.362,0.971
27240,0.067,-0.261,0.984
27280,-0.108,0.019,0.963
27320,-0.161,0.112,0.848
27360,-0.183,0.223,0.809
27400,-0.199,0.355,0.737
27440,-0.164,0.335,0.619
27480,-0.151,0.265,0.593
27520,-0.159,0.195,0.605
27560,-0.172,0.108,0.695
27600,-0.197,0.124,0.848
27640,-0.172,0.072,0.903
27680,-0.282,0.179,1.151
27720,-0.193,0.326,1.385
27760,-0.138,0.379,1.521
27800,-0.156,0.434,1.575
27840,-0.108,0.313,1.372
27880,-0.039,0.228,1.167
