timestamp,Accx,Accy,Accz
33120,-0.266,0.076,0.64
33160,-0.23,0.038,0.667
33200,-0.185,-0.045,0.573
33240,-0.217,-0.064,0.421
33280,-0.172,-0.117,0.359
33320,-0.086,-0.179,0.386
33360,-0.097,-0.068,0.441
33400,-0.167,0.01,0.535
33440,-0.125,0.024,0.594
33480,-0.072,0.096,0.668
33520,-0.067,0.082,0.799
33560,0.061,0.054,0.84
33600,0.037,0.01,1.054
33640,0.176,0.007,1.397
33680,0.267,-0.162,1.603
33720,0.292,-0.094,1.84
33760,0.269,0.047,1.663
33800,0.123,0.193,1.329
33840,0.075,0.319,1.076
33880,0.133,0.281,0.973
33920,0.202,0.237,0.958
33960,0.206,0.156,0.939
34000,0.196,0.114,0.948
34040,0.245,0.065,0.974
34080,0.269,-0.054,0.933
34120,0.232,-0.183,0.916
34160,0.439,-0.542,1.062
34200,0.601,-0.541,1.174
34240,0.376,-0.344,1.117
34280,0.271,-0.198,1.167
34320,0.249,-0.21,1.335
34360,0.085,-0.208,1.325
